Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Year,Location_code,US_State,Abbreviation
20191111X71326,Accident,ANC20LA004,2019-11-11,"Goodnews Bay, AK",United States,Non-Fatal,Substantial,PIPER,PA32R,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,Probable Cause,2019,AK,Alaska,AK
20191116X51416,Accident,WPR20LA028,2019-11-11,"Metaline, WA",United States,Fatal,Destroyed,CESSNA,182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,2019,WA,Washington,WA
20191112X03916,Accident,GAA20CA067,2019-11-12,"Pembroke Pines, FL",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,"The student pilot's failure to maintain directional control during landing, which resulted in a runway excursion and impact with a taxiway sign.   ",2019,FL,Florida,FL
20191112X15408,Accident,GAA20CA071,2019-11-12,"San Luis, CO",United States,Non-Fatal,Substantial,CESSNA,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot's improper pitch attitude during landing on rising terrain in flat light conditions, which resulted in a hard landing.",2019,CO,Colorado,CO
20191112X40210,Accident,GAA20CA080,2019-11-12,"Fitzgerald, GA",United States,Non-Fatal,Substantial,SYMPHONY AIRCRAFT IND INC,SA,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The airplane’s impact with a deer while landing.",2019,GA,Georgia,GA
20191114X14335,Accident,GAA20CA074,2019-11-12,"FallBrook, CA",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,"The student pilot's use of excessive ground speed while making a right turn when exiting the runway, which resulted in a loss of directional control and a runway excursion.",2019,CA,California,CA
20191113X45317,Accident,ERA20LA034,2019-11-13,"Toms River, NJ",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,1.0,VMC,Probable Cause,2019,NJ,New Jersey,NJ
20191113X90121,Accident,WPR20LA022,2019-11-13,"Red Rock, AZ",United States,Non-Fatal,Substantial,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,2019,AZ,Arizona,AZ
20191113X91346,Accident,WPR20LA029,2019-11-13,"Salt Lake City, UT",United States,Non-Fatal,Substantial,AGUSTA,A109,No,2.0,Turbo Shaft,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,2019,UT,Utah,UT
20191120X60315,Accident,GAA20CA087,2019-11-14,"Erwin, NC",United States,Non-Fatal,Substantial,FISHER,FP 202 KOALA,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to maintain directional control during takeoff, which resulted in a runway excursion and impact with vegetation. ",2019,NC,North Carolina,NC
20191118X02529,Accident,ERA20LA039,2019-11-15,"West Liberty, KY",United States,Non-Fatal,Substantial,RANS,RANS S7 COURIER,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to verify that the engine oil tank contained adequate oil for the cross-country flight, which resulted in a total loss of engine power as a result of lack of lubrication. Contributing to the accident was the incorrect oil consumption information listed in the pilot operating handbook.",2019,KY,Kentucky,KY
20191117X11447,Accident,WPR20LA026,2019-11-16,"Livermore, CA",United States,Non-Fatal,Substantial,PIPER,PA 18,No,1.0,Reciprocating,Banner Tow,0.0,0.0,0.0,1.0,VMC,Probable Cause,2019,CA,California,CA
20191117X13706,Accident,WPR20LA025,2019-11-16,"Heber City, UT",United States,Non-Fatal,Substantial,NORTH AMERICAN,SNJ-4,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,VMC,Probable Cause,2019,UT,Utah,UT
20191122X24349,Accident,GAA20CA086,2019-11-16,"Sherman/Dennison, TX",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,"The pilot's improper landing flare, which resulted in a bounced landing.",2019,TX,Texas,TX
20191122X42900,Incident,ENG20IA005,2019-11-16,"Penobscot, ME",United States,Non-Fatal,Minor,AGUSTA,A109,No,2.0,Turbo Shaft,Personal,0.0,0.0,0.0,4.0,VMC,"Fatigue fracture of the main rotor blade tip cap leading edge and subsequent partial separation of the tip cap, resulting in increased vibrations in the main rotor.",2019,ME,Maine,ME
20191117X14532,Accident,WPR20LA024,2019-11-17,"Ogden, UT",United States,Non-Fatal,Substantial,PIPER,PA28R,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Probable Cause,2019,UT,Utah,UT
20191118X84400,Accident,GAA20CA081,2019-11-17,"West Jefferson, OH",United States,Non-Fatal,Substantial,STINSON,SR9,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's use of excessive braking during landing, which resulted in a nose-over.    ",2019,OH,Ohio,OH
20191118X94748,Accident,ERA20CA036,2019-11-17,"Venice, FL",United States,Non-Fatal,Destroyed,PIPER,PA32,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,"A stuck brake caliper, which overheated while the pilot was taxiing the airplane, caught fire, and subsequently destroyed the airplane. ",2019,FL,Florida,FL
20191121X01445,Accident,GAA20CA089,2019-11-17,"DuBois, PA",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot's improper fuel management, which resulted in fuel starvation and a total loss of engine power, and his subsequent improper landing flare, which resulted in a hard, bounced landing. Contributing to the accident were the pilot's improper preflight inspection during which he failed to see that the right fuel cap was not secured.",2019,PA,Pennsylvania,PA
20191118X94020,Accident,ERA20LA038,2019-11-18,"College Park, MD",United States,Non-Fatal,Substantial,MOONEY,M20M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot’s improper flare, which resulted in a bounced landing, his improper airplane configuration during the attempted go-around, which resulted in the airplane not climbing, and his subsequent landing off the side of the runway.",2019,MD,Maryland,MD
20191121X85648,Accident,GAA20CA090,2019-11-19,"Brogue, PA",United States,Non-Fatal,Substantial,LUSCOMBE,8,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,"The pilot's failure to see and avoid wires during approach to landing.",2019,PA,Pennsylvania,PA
20191120X01106,Accident,CEN20FA019,2019-11-20,"San Marcos, TX",United States,Fatal,Destroyed,RAYTHEON,A36,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,"The pilot’s loss of control shortly after takeoff in instrument meteorological conditions for reasons that could not be determined based on the available information.",2019,TX,Texas,TX
20191125X81910,Accident,CEN20LA020,2019-11-22,"Tyler, TX",United States,Non-Fatal,Substantial,CIRRUS,SR22,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,IMC,Probable Cause,2019,TX,Texas,TX
20191123X03127,Accident,GAA20CA094,2019-11-23,"Simsbury, CT",United States,Non-Fatal,Substantial,PIPER,PA28,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,"The automobile driver's incursion onto an active runway, which resulted in a collision with a landing airplane.",2019,CT,Connecticut,CT
20191123X25734,Accident,WPR20LA033,2019-11-23,"Caldwell, ID",United States,Non-Fatal,Substantial,BEECH,35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,2019,ID,Idaho,ID
20191123X40229,Accident,ERA20LA044,2019-11-23,"Okeechobee, FL",United States,Non-Fatal,Destroyed,BEECH,E35,No,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,Probable Cause,2019,FL,Florida,FL
20191125X82535,Accident,GAA20CA092,2019-11-23,"Lamar, CO",United States,Non-Fatal,Substantial,CZECH AIRCRAFT WORKS SPOL SRO,SPORTSCRUISER,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's distraction due to an open canopy during final approach, which resulted in a loss of altitude and ground impact short of the runway.

",2019,CO,Colorado,CO
20191125X94802,Accident,WPR20FA031,2019-11-23,"Jackpot, NV",United States,Fatal,Destroyed,GRUMMAN,AA5,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,"The pilot’s loss of control due to spatial disorientation while departing in dark night conditions, which resulted in impact with terrain. Contributing to the accident was the pilot’s limited experience flying in night conditions. ",2019,NV,Nevada,NV
20191127X05853,Accident,CEN20CA026,2019-11-23,"Clear Lake, MN",United States,Non-Fatal,Substantial,BELLANCA,1730,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's focus inside the cockpit during the base turn and final approach, which led to a high sink rate developing and a subsequent hard landing short of the runway. 

",2019,MN,Minnesota,MN
20191210X20755,Accident,CEN20CA033,2019-11-23,"Kerrville, TX",United States,Non-Fatal,Substantial,PIPER,PA18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot’s loss of airplane control during the landing flare, which resulted in a loss of directional control and ground-loop.",2019,TX,Texas,TX
20191124X11831,Accident,ERA20FA043,2019-11-24,"Milton, FL",United States,Fatal,Substantial,BUSHBY,BUSHBY MUSTANG M II,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,2019,FL,Florida,FL
20191125X85126,Accident,CEN20LA046,2019-11-24,"Shreveport, LA",United States,Non-Fatal,Substantial,CESSNA,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,2019,LA,Louisiana,LA
20191126X43854,Accident,CEN20TA025,2019-11-25,"Mount Pleasant, TX",United States,Non-Fatal,Substantial,PIPER,PA34,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,"The pilot's hard, bounced landing and the flight instructor's delayed remedial action, which resulted in a fracture of the nose landing gear mounting structure.  
  ",2019,TX,Texas,TX
20191126X70448,Accident,DCA20CA028,2019-11-25,"Palmdale, CA",United States,Non-Fatal,Substantial,GENERAL ATOMICS,MQ-9,No,1.0,Turbo Prop,Instructional,0.0,0.0,0.0,0.0,VMC,"Incorrect control inputs by the student pilot during a crosswind landing, resulting in control saturation and a runway excursion.",2019,CA,California,CA
20200106X50409,Accident,WPR20CA058,2019-11-25,"San Diego, CA",United States,Non-Fatal,Substantial,AERONCA,11AC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during the landing roll with a quartering tailwind, which resulted in a collision with an airport sign and subsequent ground-loop.",2019,CA,California,CA
20191126X21659,Accident,ANC20FA005,2019-11-26,"Blythe, CA",United States,Fatal,Destroyed,BEECH,V35,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,2019,CA,California,CA
20191127X61744,Accident,WPR20FA034,2019-11-27,"North Las Vegas, NV",United States,Fatal,Destroyed,CIRRUS,SR-22,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Probable Cause,2019,NV,Nevada,NV
20191129X00315,Accident,WPR20LA035,2019-11-29,"Byron, CA",United States,Non-Fatal,Substantial,ZENITH,STOL CH701,Yes,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,Probable Cause,2019,CA,California,CA
20191130X55947,Accident,ANC20FA007,2019-11-30,"Cooper Landing, AK",United States,Fatal,Destroyed,PIPER,PA-31-350,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Probable Cause,2019,AK,Alaska,AK
20191130X65423,Accident,CEN20FA022,2019-11-30,"Chamberlain, SD",United States,Fatal,Destroyed,PILATUS,PC12,No,1.0,Turbo Prop,Personal,9.0,0.0,3.0,0.0,IMC,Probable Cause,2019,SD,South Dakota,SD
20191201X92833,Accident,ERA20LA045,2019-11-30,"Wrightsville, GA",United States,Non-Fatal,Substantial,YAKOVLEV,YAK 52,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,"A total loss of engine power due to the failure of the No. 5 cylinder exhaust valve, which resulted in an forced off-airport landing. ",2019,GA,Georgia,GA
20191203X02852,Accident,CEN20CA027,2019-11-30,"Williamston, MI",United States,Non-Fatal,Substantial,SKYSTAR,KITFOX,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's improper decision to continue taxiing the airplane on unsuitable terrain, which resulted in a nose-over.",2019,MI,Michigan,MI
20191202X00729,Accident,ERA20CA048,2019-12-01,"Union City, TN",United States,Non-Fatal,Substantial,CIRRUS,SR22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during landing with a gusting crosswind, which resulted in a runway excursion and the left wing impacting grass.",2019,TN,Tennessee,TN
20191201X05432,Accident,CEN20FA023,2019-12-02,"San Antonio, TX",United States,Fatal,Substantial,PIPER,PA24,No,1.0,Reciprocating,Instructional,3.0,0.0,0.0,0.0,VMC,Probable Cause,2019,TX,Texas,TX
20191202X50119,Accident,ERA20TA046,2019-12-02,"Vero Beach, FL",United States,Non-Fatal,Substantial,PIPER,PA28,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,"The pilot's improper fuel management, which resulted in fuel starvation and a total loss of engine power.",2019,FL,Florida,FL
20191203X81852,Accident,CEN20LA028,2019-12-03,"Detroit, MI",United States,Non-Fatal,Substantial,BAE,BAE 125 SERIES 800A,No,2.0,Turbo Fan,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,2019,MI,Michigan,MI
20191204X13949,Accident,WPR20CA036,2019-12-03,"Nephi, UT",United States,Non-Fatal,Substantial,JAVRON,PA-18 REPLICA,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,"The passenger’s inadvertent application of the brakes during landing, which resulted in a nose-over.  

",2019,UT,Utah,UT
20191204X11047,Accident,ERA20LA047,2019-12-04,"Potts Camp, MS",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Probable Cause,2019,MS,Mississippi,MS
20191205X42835,Accident,CEN20LA029,2019-12-04,"Baldwin City, KS",United States,Non-Fatal,Substantial,LUSCOMBE,8A,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,"The pilot's failure to maintain directional control during takeoff, and the flight instructor's delayed remedial action, which resulted in a runway excursion and nose over.",2019,KS,Kansas,KS
20191205X95005,Incident,DCA20IA034,2019-12-05,"Los Angeles, CA",United States,Non-Fatal,Minor,AIRBUS,AS 350 B2,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,3.0,VMC,"an inflight collision with a hard object of polycarbonate construction, with size and features consistent with that of a small UAS (drone).",2019,CA,California,CA
20191206X45310,Accident,WPR20CA041,2019-12-05,"Camas, WA",United States,Non-Fatal,Substantial,CESSNA,182,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,4.0,VMC,"The student pilot's improper landing flare, which resulted in a bounced landing, and the flight instructor’s delayed remedial action and the student’s failure to relinquish control, which resulted in a runway overrun and impact with a fence. 

",2019,WA,Washington,WA
20191206X45719,Accident,WPR20LA040,2019-12-05,"Pima, AZ",United States,Non-Fatal,Substantial,VANS,RV 6,Yes,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,VMC,Probable Cause,2019,AZ,Arizona,AZ
20191209X03550,Accident,CEN20TA031,2019-12-06,"Spring Branch, TX",United States,Non-Fatal,Substantial,BEECH,36,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,"The pilot's inadequate preflight performance planning and his operation of the airplane outside of the manufacturer's specified weight and balance limitations, which resulted in a failure of the airplane to become airborne, an aborted takeoff, and subsequent runway excursion.",2019,TX,Texas,TX
20191207X83916,Accident,CEN20TA030,2019-12-07,"Omaha, NE",United States,Non-Fatal,Substantial,ROTARY,RAF 2000,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,"The pilot's loss of directional control while landing in gusting wind conditions.",2019,NE,Nebraska,NE
20191209X55719,Accident,CEN20FA035,2019-12-07,"Gulf of Mexico, GM",United States,Fatal,Destroyed,BELL,407,No,1.0,Turbo Shaft,Personal,2.0,0.0,0.0,0.0,VMC,"A total loss of engine power due to the failure of the engine’s Nos. 3 and 4 bearings and the power turbine pinion gear, and subsequent loss of main rotor rpm, which resulted in a loss of control and impact with the water.",2019,GM,Gulf of mexico,GM
20191209X51617,Accident,ERA20LA050,2019-12-08,"Willow Springs, MO",United States,Non-Fatal,Substantial,ZENITH,ZODIAC CH-650,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Probable Cause,2019,MO,Missouri,MO
20191210X83513,Accident,ERA20LA051,2019-12-08,"Naguabo, PR",United States,Non-Fatal,Substantial,PARSONS,TWO PLACE #1,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Probable Cause,2019,PR,Puerto Rico,PR
20191213X42028,Accident,CEN20FA034,2019-12-08,"Flower Pot, AZ",United States,Fatal,Destroyed,MOONEY,M20C,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,Unk,Probable Cause,2019,AZ,Arizona,AZ
20191210X12113,Incident,ENG20IA006,2019-12-09,"Keene, NH",United States,Non-Fatal,Minor,DE HAVILLAND,DHC8,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,18.0,IMC,"The arcing failure of the windshield heat L2 power wire on the right windshield due to unknown reasons.",2019,NH,New Hampshire,NH
20191210X03219,Accident,CEN20FA032,2019-12-10,"Victoria, TX",United States,Fatal,Destroyed,CESSNA,208,No,1.0,Turbo Prop,Personal,1.0,0.0,0.0,0.0,VMC,"The pilot’s loss of control due to spatial disorientation. Contributing to the accident were the inoperative attitude indicator and horizontal situation indicator on the pilot’s side of the cockpit, and the pilot’s failure to reference the flight instruments that were operative.",2019,TX,Texas,TX
20191211X01950,Accident,ERA20LA053,2019-12-10,"Louisville, KY",United States,Non-Fatal,Substantial,PIPER,PA28,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,2019,KY,Kentucky,KY
20200325X05113,Accident,ANC20CA037,2019-12-10,"Kwigillingok, AK",United States,Non-Fatal,Substantial,CESSNA,207,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot's improper decision to depart from an ice-covered runway with a strong crosswind, which resulted in a loss of directional control, runway excursion, and impact with a ditch.",2019,AK,Alaska,AK
20191211X05922,Accident,WPR20TA039,2019-12-11,"Riverton, UT",United States,Non-Fatal,Substantial,ENSTROM,F28,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Probable Cause,2019,UT,Utah,UT
20191211X12602,Accident,WPR20LA038,2019-12-11,"Phoenix, AZ",United States,Non-Fatal,Substantial,PIPER,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,2019,AZ,Arizona,AZ
20191213X05304,Accident,WPR20LA042,2019-12-13,"Carlsbad, CA",United States,Non-Fatal,Substantial,CESSNA,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,2019,CA,California,CA
20191216X01351,Accident,ERA20LA054,2019-12-14,"San Antonio, TX",United States,Non-Fatal,Substantial,ROBINSON,R44,No,1.0,Reciprocating,Other Work Use,0.0,3.0,0.0,0.0,VMC,Probable Cause,2019,TX,Texas,TX
20191216X03953,Accident,WPR20CA050,2019-12-14,"Las Cruces, NM",United States,Non-Fatal,Substantial,HEAD,AX8 88B,No,1.0,Unknown,Personal,0.0,2.0,0.0,0.0,VMC,"A burner flameout, which resulted in the pilot's inability to arrest the balloon’s descent and its subsequent impact with power lines as he was trying to relight the burner. ",2019,NM,New Mexico,NM
20191216X53550,Accident,ERA20LA055,2019-12-15,"New Market, VA",United States,Non-Fatal,Substantial,PIPER,PA18,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,"The pilot's improper touchdown, which resulted in a hard landing and an overload failure of the right main landing gear leg and its associated shock/dampener.",2019,VA,Virginia,VA
20191218X82112,Accident,DCA20CA040,2019-12-15,"Philadelphia, PA",United States,Non-Fatal,Substantial,EMBRAER,EMB145,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,40.0,VMC,Probable Cause,2019,PA,Pennsylvania,PA
20191216X72031,Accident,WPR20CA043,2019-12-16,"Nampa, ID",United States,Non-Fatal,Substantial,JOHN SAMPLE,BEARHAWK,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,"The pilot's selection of unsuitable terrain for landing, which resulted in impact with a knoll and a subsequent ground-loop. ",2019,ID,Idaho,ID
20191216X85434,Accident,WPR20CA045,2019-12-16,"Lancaster, CA",United States,Non-Fatal,Substantial,CESSNA,140,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,"The student pilot's failure to maintain directional control and his use of excessive braking while taxiing. 

",2019,CA,California,CA
20191217X93140,Accident,DCA20CA038,2019-12-16,"Alexandria, LA",United States,Non-Fatal,Substantial,EMBRAER,EMB 135KL,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,38.0,IMC,"an encounter with convectively induced turbulence while overflying an area of known convective activity.",2019,LA,Louisiana,LA
20200108X81809,Accident,ERA20CA138,2019-12-16,"Davenport, FL",United States,Non-Fatal,Substantial,LINDSTRAND,180A,No,1.0,Reciprocating,Business,0.0,0.0,1.0,5.0,VMC,"The pilot’s failure to maintain the proper descent rate during the approach to landing, which resulted in a hard landing and serious injury to a passenger.",2019,FL,Florida,FL
20191217X72849,Accident,WPR20CA046,2019-12-17,"Visalia, CA",United States,Non-Fatal,Substantial,BEECH,350,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,3.0,VMC,"The single-engine pilot’s failure to yield to traffic established on the taxiway, which resulted in a ground collision.",2019,CA,California,CA
20191224X95158,Accident,CEN20LA041,2019-12-18,"Scotts Bluff, NE",United States,Non-Fatal,Substantial,CESSNA,525A,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,5.0,VMC,Probable Cause,2019,NE,Nebraska,NE
20191218X74518,Accident,WPR20CA048,2019-12-18,"Caldwell, ID",United States,Non-Fatal,Substantial,PIPER,PA22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The student pilot's failure to establish a positive climb rate during an aborted landing, which resulted in abnormal runway contact, a subsequent loss of directional control, runway excursion, and the right main landing gear collapsing.",2019,ID,Idaho,ID
20191219X84839,Accident,CEN20LA036,2019-12-18,"Starkville, MS",United States,Non-Fatal,Substantial,CHAMPION,7ECA,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,"The total loss of engine power due to fuel exhaustion. Contributing to the accident was the pilot's decision not to visually confirm the remaining fuel onboard during the intermediate stop.",2019,MS,Mississippi,MS
20191220X85302,Accident,DCA20CA043,2019-12-18,"Disputanta, VA",United States,Non-Fatal,Substantial,EMBRAER,ERJ190,No,2.0,Turbo Fan,Personal,0.0,0.0,1.0,47.0,VMC,"an encounter with clear air turbulence during cruise flight.",2019,VA,Virginia,VA
20191219X84114,Accident,CEN20LA037,2019-12-19,"Beeville, TX",United States,Non-Fatal,Substantial,ROBINSON,R22,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,"The solo student pilot's improper cyclic input during takeoff, which resulted in dynamic rollover. ",2019,TX,Texas,TX
20191219X95252,Accident,ERA20CA090,2019-12-19,"Hickory Valley, TN",United States,Non-Fatal,Substantial,PITTS,A,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,"The pilot’s improper fuel planning which resulted in a total loss of engine power due to fuel exhaustion.",2019,TN,Tennessee,TN
20191224X43854,Accident,CEN20LA043,2019-12-19,"Harrison, OH",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,"A total loss of engine power during approach to land due to carburetor icing during a simulated engine failure, which resulted in impact with trees.",2019,OH,Ohio,OH
20191227X84547,Accident,DCA20CA046,2019-12-19,"Chicago, IL",United States,Non-Fatal,Substantial,BOEING,737,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,184.0,VMC,Probable Cause,2019,IL,Illinois,IL
20191222X30421,Accident,ERA20LA057,2019-12-20,"Florida, MA",United States,Non-Fatal,Substantial,PIPER,PA32,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Probable Cause,2019,MA,Massachusetts,MA
20191223X54203,Accident,CEN20CA039,2019-12-20,"Delaware, OH",United States,Non-Fatal,Substantial,FLIGHT DESIGN,CTSW,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,"The student pilot’s failure to maintain yaw control during takeoff, which resulted in an aborted takeoff and subsequent landing on grassy terrain, during which the airplane bounced and then nosed over.",2019,OH,Ohio,OH
20191221X83621,Accident,CEN20FA038,2019-12-21,"Evansville, IN",United States,Fatal,Destroyed,PIPER,PA28,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,"The pilot’s failure to maintain control of the airplane.",2019,IN,Indiana,IN
20191222X31929,Accident,ERA20CA058,2019-12-21,"Gainesville, FL",United States,Non-Fatal,Substantial,CESSNA,P210,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,"The airplane's impact by a bird during the initial climb.",2019,FL,Florida,FL
20191224X44852,Accident,CEN20LA042,2019-12-21,"Rush City, MN",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,2019,MN,Minnesota,MN
20191222X10029,Accident,WPR20FA049,2019-12-22,"Goodyear, AZ",United States,Fatal,Substantial,CESSNA,182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,2019,AZ,Arizona,AZ
20191222X32136,Accident,ERA20CA059,2019-12-22,"Mayaguez, PR",United States,Non-Fatal,Substantial,EIPPER,QUICKSILVER,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,"The student pilot's inadvertent movement of the fuel shutoff switch to the “off” position while attempting to take a picture of himself, which resulted in a total loss of engine power due to fuel starvation and a subsequent ditching in open water.",2019,PR,Puerto Rico,PR
20191223X91929,Accident,WPR20CA056,2019-12-22,"Lake Havasu, AZ",United States,Non-Fatal,Substantial,COSMOS,PHASE II,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,"The total loss of engine power due to fuel exhaustion, which resulted from the pilot's inadequate preflight fuel inspection.",2019,AZ,Arizona,AZ
20200110X80637,Accident,DCA20CA050,2019-12-22,"Kansas City, MO",United States,Non-Fatal,Substantial,BOEING,737,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,VMC,Probable Cause,2019,MO,Missouri,MO
20191223X45658,Accident,ERA20CA111,2019-12-23,"Hanson, MA",United States,Non-Fatal,Substantial,PIPER,PA28,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,"The flight instructor's delayed remedial action, which resulted in his decision to perform an off field landing and the airplane's subsequent impact with terrain.",2019,MA,Massachusetts,MA
20191223X75109,Accident,CEN20CA040,2019-12-23,"Pineville, LA",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,"The pilot's failure to attain an adequate climb rate during an aborted landing with a left quartering, gusting headwind, which resulted in impact with a tree.",2019,LA,Louisiana,LA
